"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","9","1","26.091238","0","156"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","7","3","1","4.377201","0","25"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","9","9","1","5.800002","0","14"
"/ControlRig/M_Manip.M_Manip","0","9","4","1","5.387207","0","33"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","2","1","9.998117","0","17"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","659","5","1","728.936096","0","42469"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","6","1","8.789627","0","10"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","4","1","3.875537","0","4"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","8","1","278.456390","0","339"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","5","1","7.429286","0","28"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","8","1","185.276398","0","1875"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","4","1","135.503876","0","1283"
"Globals","49","5066","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","1","1","4.506825","0","11"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","6","2","1","8.042612","0","17"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","17","4","1","21.781389","0","164"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","1","1","3.747626","0","19"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","2","1","4.116360","0","17"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","6","1","1","4.274767","0","26"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","1","1","3.076380","0","13"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","1","1","6.541299","0","53"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","1","1","5.516627","0","34"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","12","1","1","10.160424","0","89"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","1","1","3.861877","0","19"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","1","1","11.141351","0","114"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","28","4","1","28.778509","0","424"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","4.297178","0","5"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","145","4","1","132.925522","0","10107"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","4.928743","0","5"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","84","4","1","119.060310","0","3412"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","4","1","1","3.650517","0","13"
"/Game/Objects/car/07_-_Default.07_-_Default","49","14","2","1","14.191289","0","104"
"/Game/Objects/FOrk/Material__35.Material__35","49","14","1","1","14.172724","0","103"
"/Game/Objects/gum/Material__35.Material__35","49","14","2","1","16.244768","0","116"
"/Game/Objects/koala/Material__68.Material__68","49","14","1","1","16.523560","0","118"
"/Game/Objects/Piggie/09_-_Default.09_-_Default","49","14","6","1","14.810712","0","98"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","5","1","79.849434","0","1201"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","1","1","73.972733","0","1317"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","1","1","69.712799","0","1261"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","1","1","25.290087","0","433"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","1","1","6.302178","0","34"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","2","2","38.371998","0","706"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","1","1","5.514364","0","53"
"/ControlRig/M_Manip.M_Manip","49","9","1","1","5.388753","0","49"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","3.375448","0","26"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","1","1","2.846477","0","13"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","1","1","6.708738","0","26"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","6","6","47.953491","0","418"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","1","1","65.660629","0","1087"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","1","1","7.335944","0","59"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","2","1","85.729012","0","3151"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","8","1","120.556419","0","5062"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","1","1","757.542969","0","99012"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","1","1","27.367012","0","479"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","4.417537","0","26"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","1","1","122.867500","0","6635"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","4.436381","0","26"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","1","1","15.291533","0","118"
"/Game/Materials/Classroom/1e4aa323114471fdef8a3fa07da7c730_Mat.1e4aa323114471fdef8a3fa07da7c730_Mat","49","14","1","1","13.472832","0","118"
"/Game/Materials/Classroom/istockphoto-182757166-170667a_Mat.istockphoto-182757166-170667a_Mat","49","30","1","1","26.624685","0","438"
"/Game/Materials/Classroom/1215a5046dacdee0963321215993a49c_Mat.1215a5046dacdee0963321215993a49c_Mat","49","14","1","1","14.743536","0","110"
"/Game/Objects/Bottles/texturedMesh_TextureAtlas_1001.texturedMesh_TextureAtlas_1001","49","14","1","1","14.610651","0","107"
"/Game/Objects/Bottles/texturedMesh_TextureAtlas_1002.texturedMesh_TextureAtlas_1002","49","14","1","1","15.008049","0","118"
"/Game/Objects/car/texturedMesh_TextureAtlas_1001.texturedMesh_TextureAtlas_1001","49","14","1","1","0.000000","0","107"
"/Game/Objects/car/texturedMesh_TextureAtlas_1003.texturedMesh_TextureAtlas_1003","49","14","1","1","14.195880","0","118"
"/Game/Objects/FOrk/texturedMesh_TextureAtlas_1001.texturedMesh_TextureAtlas_1001","49","14","1","1","0.000000","0","107"
"/Game/Objects/FOrk/texturedMesh_TextureAtlas_1002.texturedMesh_TextureAtlas_1002","49","14","1","1","0.000000","0","118"
"/Game/Objects/gum/texturedMesh_TextureAtlas_1002.texturedMesh_TextureAtlas_1002","49","14","1","1","0.000000","0","118"
"/Game/Objects/gum/texturedMesh_TextureAtlas_1003.texturedMesh_TextureAtlas_1003","49","14","1","1","0.000000","0","118"
"/Game/Objects/car/texturedMesh_TextureAtlas_1002.texturedMesh_TextureAtlas_1002","49","14","1","1","0.000000","0","118"
"/Game/Objects/Cat/texturedMesh_TextureAtlas_1001.texturedMesh_TextureAtlas_1001","49","14","1","1","0.000000","0","107"
"/Game/Objects/gum/texturedMesh_TextureAtlas_1001.texturedMesh_TextureAtlas_1001","49","14","1","1","0.000000","0","107"
"/Game/Objects/koala/texturedMesh_TextureAtlas_1001.texturedMesh_TextureAtlas_1001","49","14","1","1","14.074612","0","118"
"/Game/Objects/koala/texturedMesh_TextureAtlas_1003.texturedMesh_TextureAtlas_1003","49","14","1","1","15.115108","0","107"
"/Game/Objects/Nugget/texturedMesh_TextureAtlas_1001.texturedMesh_TextureAtlas_1001","49","14","1","1","0.000000","0","107"
"/Game/Objects/koala/texturedMesh_TextureAtlas_1002.texturedMesh_TextureAtlas_1002","49","14","1","1","14.732121","0","88"
"/Game/Objects/koala/texturedMesh_TextureAtlas_1004.texturedMesh_TextureAtlas_1004","49","14","1","1","16.522282","0","118"
"/Game/Objects/Nugget/texturedMesh_TextureAtlas_1002.texturedMesh_TextureAtlas_1002","49","14","1","1","0.000000","0","118"
"/Game/Objects/Piggie/texturedMesh_TextureAtlas_1002.texturedMesh_TextureAtlas_1002","49","14","1","1","0.000000","0","118"
"/Game/Objects/Piggie/texturedMesh_TextureAtlas_1003.texturedMesh_TextureAtlas_1003","49","14","1","1","0.000000","0","118"
"/Game/Objects/Piggie/texturedMesh_TextureAtlas_1001.texturedMesh_TextureAtlas_1001","49","14","1","1","0.000000","0","107"
"/Game/Objects/Squid/08_-_Default.08_-_Default","49","14","1","1","14.957032","0","109"
"/Game/Objects/Squid/texturedMesh_TextureAtlas_1001.texturedMesh_TextureAtlas_1001","49","14","1","1","0.000000","0","107"
"/Game/Objects/Squid/texturedMesh_TextureAtlas_1002.texturedMesh_TextureAtlas_1002","49","14","1","1","0.000000","0","118"
"/Game/Objects/Squid/texturedMesh_TextureAtlas_1003.texturedMesh_TextureAtlas_1003","49","14","1","1","0.000000","0","118"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","86","1","1","119.203255","0","2867"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","60","1","1","78.516136","0","1637"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","14.873556","0","108"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","2","1","18.634624","0","135"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","2","2","30.381813","0","321"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","1","1","92.941101","0","279"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","1","1","16.394529","0","118"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","1","1","14.629559","0","107"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","1","1","16.836893","0","86"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","60","5","2","73.167702","0","675"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","1","1","16.102707","0","118"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","4","4","423.344971","0","1203"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","4","4","120.495453","0","1556"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","8","8","710.942566","0","2180"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","8","8","213.879547","0","2710"
